time,open,high,low,close,tick_volume,spread,real_volume,is_near_supply,is_near_demand,distance_to_nearest_supply,distance_to_nearest_demand
2025-12-09 21:30:00,1.16254,1.16284,1.16254,1.16279,100,8,0,1,1,7.740004643996205e-05,6.020003612003414e-05
2025-12-09 21:45:00,1.16279,1.16289,1.16234,1.16254,252,8,0,1,1,0.0001376296729576273,0.0001548333820772352
2025-12-09 22:00:00,1.16251,1.16256,1.16233,1.16235,87,20,0,1,1,5.1619563814641874e-05,0.00018927173398727493
2025-12-09 22:15:00,1.16236,1.16253,1.16235,1.16247,131,48,0,1,1,0.00015484270561807786,0.00021505931335869614
2025-12-09 22:30:00,1.16248,1.16268,1.16244,1.16267,128,20,0,1,1,2.5802678317987467e-05,4.300446386324879e-05
2025-12-09 22:45:00,1.16268,1.16271,1.1623999999999999,1.16263,100,20,0,1,1,6.0208320789945636e-05,7.741069815841967e-05
2025-12-09 23:00:00,1.16268,1.16281,1.16246,1.1626400000000001,156,8,0,1,1,5.160668822675031e-05,6.880891763560342e-05
2025-12-09 23:15:00,1.1626400000000001,1.16267,1.16256,1.1626,96,8,0,1,1,8.601410631342592e-05,0.00010321692757603471
2025-12-09 23:30:00,1.1626,1.16278,1.16256,1.16271,145,8,0,1,1,8.600596881288944e-06,8.600596881479916e-06
2025-12-09 23:45:00,1.16271,1.16284,1.16269,1.16278,109,8,0,1,1,6.880063296570114e-05,5.160047472432359e-05
2025-12-10 00:00:00,1.16278,1.16286,1.16263,1.16281,176,8,0,1,1,9.459842966592346e-05,7.739871518126219e-05
2025-12-10 00:15:00,1.16281,1.16287,1.1625,1.16252,196,8,0,1,1,0.0001548360458315289,0.00017204005092383612
